Señor Bear,3301 Tejon St,Denver,80211,(720) 572-5997,CO, Mon 3:00 pm - 10:00 pm ||Tue 3:00 pm - 10:00 pm ||Wed 3:00 pm - 10:00 pm ||Thu 3:00 pm - 10:00 pm Closed now ||Fri 3:00 pm - 11:00 pm ||Sat 3:00 pm - 11:00 pm ||Sun 3:00 pm - 10:00 pm,$$ || $$,-105.0115571,39.7633822,4,"Takes Reservations --> Yes | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Good For --> Dinner | Parking --> Street | Bike Parking --> Yes | Good for Kids --> No | Good for Groups --> Yes | Attire --> Casual | Ambience --> Trendy | Noise Level --> Loud | Good For Dancing --> No | Alcohol --> Full Bar | Happy Hour --> Yes | Best Nights --> Wed, Fri | Smoking --> Outdoor Area / Patio Only | Outdoor Seating --> Yes | Wi-Fi --> Paid | Has TV --> No | Waiter Service --> Yes | Has Pool Table --> No | Gender Neutral Restrooms --> Yes ",,"Latin American , Beer Bar , Cocktail Bars",Bars,84,1/25/2018,http://www.yelp.com/user_details?userid=B4V_YviPXrCIYTu-et9oUg,nZYrt9j8tXM3XnKFBEVgtg,,
,,Our Place Saloon,21 N Dewey Ave,Middleton,83644,(208) 585-6171,ID,,,-116.619987,43.707279,,,,Bars,Bars,,,,W5wZISfS2sDm-F39yQXrrA
,,Blue Eye Speakeasy,1226 1st St S,Nampa,83651,(208) 463-0981,ID,,,-116.5586895,43.5783788,,,,Speakeasies,Bars,,,,mLLrO5empPeIgmo74svKBA
http://www.theram.com/idaho/boise.html,Arjun P.,Ram Restaurant & Brewery,709 E Park Blvd,Boise,83712,(208) 345-2929,ID, Mon 11:00 am - 12:00 am ||Tue 11:00 am - 12:00 am ||Wed 11:00 am - 12:00 am Open now ||Thu 11:00 am - 12:00 am ||Fri 11:00 am - 12:00 am ||Sat 11:00 am - 12:00 am ||Sun 11:00 am - 12:00 am,$$ || $$,-116.1925,43.6044387,3,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> No | Good For --> Lunch, Dinner, Dessert | Parking --> Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Average | Alcohol --> Full Bar | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Caters --> Yes ",,"American (Traditional) , Breweries , Burgers",Bars,129,1/20/2018,http://www.yelp.com/user_details?userid=Q-NNfExDkeU5WIMSKqN8mA,ouqfnrUwbfsVMIPV4u1U2w
http://www.ilovebigals.com,Jessie H.,Big Als,1900 N Eagle Rd,Meridian,83642,(208) 780-6118,ID, Mon 11:00 am - 11:00 pm ||Tue 11:00 am - 11:00 pm ||Wed 11:00 am - 11:00 pm Open now ||Thu 11:00 am - 11:00 pm ||Fri 11:00 am - 1:00 am ||Sat 10:00 am - 1:00 am ||Sun 10:00 am - 11:00 pm,$$ || $$,-116.354321,43.6226218,3,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Bitcoin --> No | Good For --> Dinner, Late Night | Parking --> Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Very Loud | Alcohol --> Full Bar | Best Nights --> Tue, Fri, Sat | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Caters --> Yes | Has Pool Table --> Yes | Offers Military Discount --> Yes ",,"American (Traditional) , Arcades , Sports Bars",Bars,95,1/14/2018,http://www.yelp.com/user_details?userid=NHK-ydPJlWIQsvWrVxUqoA,tHPZgqtmvsrvFwPVKL8Ssw
https://restaurants.applebees.com/id/garden-city-85004.html,N. E.,Applebee’s Neighborhood Grill & Bar,7025 N Glenwood St,Boise,83714,(208) 853-2330,ID, Mon 11:00 am - 12:00 am ||Tue 11:00 am - 12:00 am ||Wed 11:00 am - 12:00 am Open now ||Thu 11:00 am - 12:00 am ||Fri 11:00 am - 12:00 am ||Sat 11:00 am - 12:00 am ||Sun 11:00 am - 12:00 am,$$ || $$,-116.279847,43.668422,2.5,Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Noise Level --> Average | Alcohol --> Full Bar | Outdoor Seating --> No | Wi-Fi --> Free | Has TV --> Yes ,,"American (Traditional) , Sports Bars , Burgers",Bars,18,1/16/2018,http://www.yelp.com/user_details?userid=OUj_30bn3-ONne4ws0kweg,lNQkuczvXv6vIT9JDacpHQ
http://www.goodwoodbbq.com,Justin C.,Goodwood Barbecue Restaurant,7849 W Spectrum St,Boise,83709,(208) 658-7173,ID, Mon 11:00 am - 9:00 pm ||Tue 11:00 am - 9:00 pm ||Wed 11:00 am - 9:00 pm Closed now ||Thu 11:00 am - 9:00 pm ||Fri 11:00 am - 10:00 pm ||Sat 11:00 am - 10:00 pm ||Sun 11:00 am - 9:00 pm,$$ || $$,-116.2796855,43.5872797,4,"Takes Reservations --> Yes | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Good For --> Lunch, Dinner | Parking --> Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Average | Alcohol --> Full Bar | Outdoor Seating --> No | Wi-Fi --> Free | Has TV --> Yes | Caters --> Yes ",,"Barbeque , Salad , American (Traditional)",Bars,202,1/28/2018,http://www.yelp.com/user_details?userid=s3KeBg3U0qm05C8RJTb9tQ,LCEiXJGTtu2dKre1RCcqYA
,,1918 Lounge,10 13th Ave S,Nampa,83651,(208) 467-3273,ID,,$$ || $$,-116.5581259,43.57843461,,Accepts Credit Cards --> Yes | Bike Parking --> Yes | Good for Groups --> No | Outdoor Seating --> Yes | Has TV --> Yes ,,Pubs,Bars,,,,OUkYPGFH1QrtxwUuDRHB-g
http://www.konagrill.com/%3Futm_source%3Dyelp,Deone P.,Kona Grill,"Village at Meridian||3573 E Longwing Lane, Ste 140",Meridian,83646,(208) 922-6511,ID, Mon 11:00 am - 10:00 pm ||Tue 11:00 am - 10:00 pm ||Wed 11:00 am - 10:00 pm Closed now ||Thu 11:00 am - 10:00 pm ||Fri 11:00 am - 11:00 pm ||Sat 11:00 am - 11:00 pm ||Sun 11:00 am - 10:00 pm,$$ || $$,-116.3487857,43.62115503,3.5,"Takes Reservations --> Yes | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> Yes | Accepts Android Pay --> No | Good For --> Lunch, Dinner, Dessert | Parking --> Street | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Trendy | Noise Level --> Average | Alcohol --> Full Bar | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Caters --> Yes ",,"Sushi Bars , American (New)",Bars,289,1/30/2018,http://www.yelp.com/user_details?userid=9eoil_aczYVSp2M-3N675A,BvRJCEqexcpYjNTB-C388A
http://www.goldysbreakfastbistro.com,Monica D.,Goldy’s Breakfast Bistro,108 S Capitol Blvd,Boise,83702,(208) 345-4100,ID, Mon 6:30 am - 2:00 pm ||Tue 6:30 am - 2:00 pm ||Wed 6:30 am - 2:00 pm Closed now ||Thu 6:30 am - 2:00 pm ||Fri 6:30 am - 2:00 pm ||Sat 7:30 am - 2:00 pm ||Sun 7:30 am - 2:00 pm,$$ || $$,-116.2024563,43.6148523,4.5,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> No | Good For --> Breakfast, Brunch | Parking --> Street | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> No | Attire --> Casual | Ambience --> Casual | Noise Level --> Average | Alcohol --> Beer & Wine Only | Outdoor Seating --> No | Wi-Fi --> No | Has TV --> No | Caters --> No ", Established in 1999.,"Breakfast & Brunch , American (Traditional)",Bars,607,1/27/2018,http://www.yelp.com/user_details?userid=gaNJRzKyCcSvclu0sf1yzA,snTpO07JxjGhwJbE4RDFIA
http://courtyard.marriott.com/bistro,Shelly C.,The Bistro,1789 S Eagle Rd||Courtyard Marriott Boise West-meridian,Meridian,83642,(208) 888-0800,ID,,,-116.3915131,43.6121087,3,Takes Reservations --> No | Delivery --> No | Take-out --> No | Accepts Credit Cards --> Yes | Wheelchair Accessible --> Yes | Outdoor Seating --> Yes | Wi-Fi --> Free ,,"American (Traditional) , Breakfast & Brunch , Sandwiches",Bars,1,7/31/2016,http://www.yelp.com/user_details?userid=Xm-WiAgNZ038kqabhs0e5g,h_e_ZrkJa6FlZhZQ4qVhAw
,,La Copa,1524 1st St N,Nampa,83687,,ID,,,-116.5533468,43.5780925,,,,Bars,Bars,,,,9PAuvK5fCntNTPZLERDavw
http://www.chefshut.com/,Vicki T.,The Chef’s Hut,164 S Cole Rd,Boise,83709,(208) 376-3125,ID, Mon 6:00 am - 2:00 pm ||Tue 6:00 am - 2:00 pm ||Wed 6:00 am - 2:00 pm Closed now ||Thu 6:00 am - 2:00 pm ||Fri 6:00 am - 2:00 pm ||Sat 6:00 am - 2:00 pm ||Sun 6:00 am - 2:00 pm,$$$ || $,-116.2737747,43.6033064,4,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Good For --> Breakfast, Brunch, Lunch | Parking --> Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Noise Level --> Average | Alcohol --> No | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> No | Caters --> No | Gender Neutral Restrooms --> Yes ", Established in 1977.,"Breakfast & Brunch , Burgers , American (Traditional)",Bars,50,01-03-2018,http://www.yelp.com/user_details?userid=phPs5ulRiH28Jopb3OBAlQ,35MHYWHCaM3GbBc_xBGmjA
,Lindsey R.,Burger N Brew,4295 W State St,Boise,83703,(208) 345-7700,ID, Mon 11:00 am - 11:00 pm ||Tue 11:00 am - 11:00 pm ||Wed 11:00 am - 11:00 pm Closed now ||Thu 11:00 am - 11:00 pm ||Fri 11:00 am - 11:00 pm ||Sat 11:00 am - 11:00 pm ||Sun 11:00 am - 9:00 pm,$$ || $$,-116.2426601,43.644656,3,Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Parking --> Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Average | Alcohol --> Full Bar | Outdoor Seating --> No | Wi-Fi --> No | Has TV --> Yes | Caters --> No ,,American (Traditional),Bars,26,11/18/2017,http://www.yelp.com/user_details?userid=EfGPXR9zev0DGybF-YJmig,53VbEK23N-l-gEW7hKsH-Q
http://bigbundrivein.com,Donna M.,Big Bun Drive In,5816 W Overland Rd,Boise,83709,(208) 376-9200,ID, Mon 10:00 am - 10:00 pm ||Tue 10:00 am - 10:00 pm ||Wed 10:00 am - 10:00 pm Closed now ||Thu 10:00 am - 10:00 pm ||Fri 10:00 am - 10:00 pm ||Sat 10:00 am - 10:00 pm ||Sun 11:00 am - 9:00 pm,$$$ || $,-116.2538972,43.5901435,3,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> No | Good For --> Dinner, Dessert | Parking --> Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Average | Alcohol --> No | Outdoor Seating --> Yes | Wi-Fi --> No | Has TV --> No | Waiter Service --> No | Drive-Thru --> Yes | Caters --> No ",,"Burgers , American (New) , Sandwiches",Bars,79,1/23/2018,http://www.yelp.com/user_details?userid=o2yzOF7kNizO3gR8Y7Zz5g,RkpUjtq5xeTo6fZTlHG0GA
,Lupita M.,Varsity Sports Bar & Grill,3201 Airport Way||Boise Airport,Boise City,83705,(208) 344-2874,ID,,$$ || $$,-116.221962,43.5686806,2,Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Alcohol --> Full Bar | Outdoor Seating --> No | Wi-Fi --> Free | Has TV --> Yes ,,"American (Traditional) , Fast Food",Bars,8,3/13/2014,http://www.yelp.com/user_details?userid=Yf1YEGsHBUb0tkhd8G0SxA,fSYGQGaQY0PQOvSicAdUwQ
http://www.terryssaloon.com,,Terry’s State Saloon,3301 N Collister Dr,Boise,83703,(208) 331-8225,ID,,,-116.2485313,43.6499275,,,,Lounges,Bars,,,,1m05v2nvtEvDK3AmS25rXg
http://www.buffalowildwings.com,Caroline R.,Buffalo Wild Wings,777 W Main St||Ste 130,Boise,83702,(208) 429-6355,ID, Mon 11:00 am - 12:00 am ||Tue 11:00 am - 12:00 am ||Wed 11:00 am - 12:00 am Open now ||Thu 11:00 am - 12:00 am ||Fri 11:00 am - 12:00 am ||Sat 11:00 am - 12:00 am ||Sun 11:00 am - 12:00 am,$$ || $$,-116.2032221,43.61546756,3,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Very Loud | Music --> Background | Good For Dancing --> No | Alcohol --> Full Bar | Happy Hour --> Yes | Best Nights --> Fri, Sat, Sun | Coat Check --> No | Smoking --> No | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Waiter Service --> Yes | Has Pool Table --> No ", Established in 1982.,"Chicken Wings , Sports Bars , Beer Bar",Bars,21,12/18/2017,http://www.yelp.com/user_details?userid=uGWYBQN3hNsKW7Bn4Tu4FQ,zAWIE3Tsvs82dW97OykxKw
http://www.villagecoffeeandbistro.com,Raquel V.,Village Coffee and Bistro,7709 W Overland Rd,Boise,83709,(208) 375-0012,ID, Mon 8:00 am - 8:00 pm ||Tue 8:00 am - 8:00 pm ||Wed 8:00 am - 8:00 pm Closed now ||Thu 8:00 am - 8:00 pm ||Fri 8:00 am - 9:00 pm ||Sat 8:00 am - 9:00 pm ||Sun 8:00 am - 8:00 pm,$$$ || $,-116.2778071,43.5890111,2.5,Takes Reservations --> Yes | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Noise Level --> Average | Happy Hour --> Yes | Outdoor Seating --> Yes | Has TV --> Yes | Caters --> Yes | Gender Neutral Restrooms --> Yes ,,"Salad , Beer Bar , Sandwiches",Bars,6,1/21/2018,http://www.yelp.com/user_details?userid=TnWIDF0WVu1Ka7rV0IBUog,YPkpbeciKQ8PC2bkC8b9fg
,Sherry H.,Bosnia Express Boex,4846 Emerald St,Boise,83706,(208) 433-9955,ID, Mon 9:00 am - 7:00 pm ||Tue 9:00 am - 7:00 pm ||Wed 9:00 am - 7:00 pm Closed now ||Thu 9:00 am - 7:00 pm ||Fri 9:00 am - 7:00 pm ||Sat 9:00 am - 5:00 pm ||Sun Closed,$$$ || $,-116.2416945,43.6122075,4.5,Takes Reservations --> Yes | Delivery --> Yes | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Good For --> Lunch | Parking --> Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Average | Alcohol --> Beer & Wine Only | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Caters --> Yes ,,"Mediterranean , Modern European , American (Traditional)",Bars,89,12-04-2017,http://www.yelp.com/user_details?userid=Xz0zfaHuNMST1bOtz4m8lQ,jvsdP8Sm9z56xyrMXansbA
,Marie S.,Merritt’s Family Restaurant,6630 W State St,Boise,83714,(208) 853-1801,ID, Mon 6:00 am - 1:00 am ||Tue 6:00 am - 1:00 am ||Wed 6:00 am - 1:00 am Open now ||Thu 6:00 am - 1:00 am ||Fri 6:00 am - 2:00 am ||Sat 6:00 am - 2:00 am ||Sun 6:00 am - 1:00 am,$$$ || $,-116.2722151,43.6642667,3.5,Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Good For --> Breakfast | Parking --> Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Divey | Noise Level --> Average | Alcohol --> No | Outdoor Seating --> No | Wi-Fi --> Free | Has TV --> No | Caters --> No , Established in 1975.,"American (Traditional) , Diners , Breakfast & Brunch",Bars,96,01-05-2018,http://www.yelp.com/user_details?userid=UYpcqxAJiFCZOD4Cvt5NMQ,cY8IE8aKxnCAS3RqDYXIKg
